Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Unit,Aggregator,Disaggregator,Value
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By year,Number,,,319
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By year,Adjusted rate,,,9.4
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,80
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,101
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,97
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,92
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,100
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,109
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,99
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,93
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,96
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,103
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,108
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,92
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,72
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,81
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,86
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,82
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,78
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,131
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By quarter,Number,,,110
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Crude rate,,,10.6
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Number,,,120
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Adjusted rate,,,10.5
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Crude rate,,,9.4
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Number,,,108
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Adjusted rate,,,9.4
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Crude rate,,,10.8
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Number,,,126
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Adjusted rate,,,11
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Crude rate,,,13.6
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Number,,,159
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Adjusted rate,,,13.5
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Crude rate,,,10.5
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Number,,,93
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,Adjusted rate,,,10.6
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,29
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,34
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,28
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,29
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,21
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,29
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,28
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,30
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,23
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,37
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,33
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,33
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,45
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,32
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,33
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,49
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,24
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,39
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By quarter,Number,,,30
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Crude rate,,,5
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Number,,,66
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Adjusted rate,,,5.1
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Crude rate,,,6.1
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Number,,,82
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Adjusted rate,,,6.2
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Crude rate,,,4.7
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Number,,,64
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Adjusted rate,,,4.7
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Crude rate,,,4.2
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Number,,,58
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Adjusted rate,,,4.2
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Crude rate,,,4.1
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Number,,,42
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,Adjusted rate,,,4.1
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,18
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,21
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,13
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,14
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,20
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,25
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,25
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,12
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,17
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,15
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,10
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,22
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,13
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,14
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,11
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,20
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,6
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,18
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By quarter,Number,,,18
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Crude rate,,,5.2
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Number,,,722
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Adjusted rate,,,5.2
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Crude rate,,,6.5
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Number,,,916
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Adjusted rate,,,6.5
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Crude rate,,,7.7
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Number,,,1107
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Adjusted rate,,,7.8
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Crude rate,,,6.7
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Number,,,975
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Adjusted rate,,,6.7
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Crude rate,,,7.6
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Number,,,835
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,Adjusted rate,,,7.6
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,138
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,206
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,202
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,176
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,189
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,245
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,247
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,235
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,251
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,302
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,299
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,255
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,238
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,294
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,221
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,222
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,241
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,331
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By quarter,Number,,,263
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Crude rate,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Adjusted rate,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Crude rate,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Adjusted rate,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Crude rate,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Adjusted rate,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Crude rate,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Adjusted rate,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Crude rate,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,Adjusted rate,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By quarter,Number,,,Not available
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Crude rate,,,6.7
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Number,,,51
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Adjusted rate,,,7.2
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Crude rate,,,7
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Number,,,54
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Adjusted rate,,,7.9
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Crude rate,,,6.9
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Number,,,53
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Adjusted rate,,,7.7
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Crude rate,,,7.2
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Number,,,56
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Adjusted rate,,,8
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Crude rate,,,7.7
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Number,,,45
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,Adjusted rate,,,8.4
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,16
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,9
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,17
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,9
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,11
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,11
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,11
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,21
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,10
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,14
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,18
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,11
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,16
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,12
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,16
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,12
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,14
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,14
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By quarter,Number,,,17
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Crude rate,,,3.4
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Number,,,32
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Adjusted rate,,,3.7
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Crude rate,,,3.9
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Number,,,37
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Adjusted rate,,,4.2
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Crude rate,,,2.8
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Number,,,27
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Adjusted rate,,,3
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Crude rate,,,3.3
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Number,,,32
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Adjusted rate,,,3.5
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Crude rate,,,4.8
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Number,,,35
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,Adjusted rate,,,5.1
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,Suppressed
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,Suppressed
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,11
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,11
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,10
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,8
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,10
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,9
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,Suppressed
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,9
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,Suppressed
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,8
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,8
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,9
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,8
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,7
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,Suppressed
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,21
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By quarter,Number,,,Suppressed
Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,Crude rate,,,3.4
